term,category
ସେଏଟ,Generic
ସେଏଟା,Generic
ସେକ୍ରେଟେରୀ,Generic
ସେଗୁଡାକ,Generic
ସେଗୁଡ଼ାକ,Pest/Disease
ସେଗୁଡ଼ାରେ,Generic
ସେଚନ,Agri Practice
ସେଟ,Generic
ସେଟା,Generic
ସେଟାତ,Generic
ସେଠି,Generic
ସେଠିକି,Generic
ସେଠିକୁ,Generic
ସେଠିବି,Generic
ସେଠୁ,Generic
ସେଣ୍ଟିମିଟର,Agriculture unit
ସେଣ୍ଟିମେଟର,Agriculture unit
ସେତକି,Generic
ସେତବେଳକୁ,Generic
ସେତେ,Generic
ସେତେକି,Generic
ସେତେବେଳେ,Generic
ସେତେବେଳେକୁ,Generic
ସେଥପାଇଁ,Generic
ସେଥି,Generic
ସେଥିପାଇଁ,Generic
ସେଥିରୁ,Generic
ସେଥିରେ,Generic
ସେପରୀ,Generic
ସେଭିତରେ,Generic
ସେମାନେ,Generic
ସେମିତି,Generic
ସେମେତି,Generic
ସୋ,Generic
ସୋଡ଼ା,Chemical Name
ସୋଡିଅମ୍,Soil Nutrient/Fertiliser
ସ୍ତର,Generic
ସ୍ତ୍ରୀ,Generic
ସ୍ପନ,Generic
ସ୍ପନକୁ,Crop
ସ୍ପନରୁ,Generic
ସ୍ପ୍ରେ,Agri Practice
ସ୍ପ୍ରେଏର,Agriculture unit
ସ୍ପ୍ରେଏରରେ,Agri Practice
ସ୍ୱର୍ଣ,Variety
ସ୍ୱର୍ଣଶ୍ରେୟା,Variety
ସ୍ୱାଦ,Generic
ସ୍ୱାମୀ,Generic
ହଁ,Generic
ହଂସ,Generic
ହଂସକୁ,Generic
ହଂସଯାଠୁ,Generic
ହଂସର,Generic
ହଂସରୁ,Generic
ହଇଛି,Generic
ହଉ,Generic
ହଉଚି,Generic
ହଉଛନ୍ତି,Generic
ହଉଛି,Generic
ହଉଥିବ,Generic
ହଉଥିବା,Generic
ହଉଥିଲା,Generic
ହଉନି,Generic
ହଜାର,Numeral
ହଟାତ,Generic
ହବ,Generic
ହବନି,Generic
ହବା,Generic
ହବାପାଇଁ,Generic
ହବାର,Generic
ହମ୍ମ,Generic
ହରମୋନ,Chemical Name
ହଲକା,Generic
ହସ୍ତପୁର,Country/Place
ହାଁ,Generic
ହାଇଡ୍ରୋକ୍ଲୋରାଇଡ୍,Chemical Name
ହାଇବ୍ରିଡ଼,Variety
ହାଉଛି,Generic
ହାଡ,Soil Nutrient/Fertiliser
ହାଣ୍ଡି,Generic
ହାଣ୍ଡିଖତ,Agriculture unit
ହାଣ୍ଡିରେ,Generic
ହାତ,Generic
ହାତରେ,Generic
ହାପ,Generic
ହାରାହାରି,Generic
ହାଲକା,Generic
ହାଲୁକା,Generic
ହାଲ୍କା,Generic
ହି,Generic
ହିଁ,Generic
ହିଡ଼,Generic
ହିଲଡିପୁର,Country/Place
ହିସାବରେ,Generic
ହୀରା,Generic
ହୁଁ,Generic
ହୁଏ,Generic
ହୁଏନି,Generic
ହୁଡାରେ,Generic
ହୁଡ଼ା,Generic
ହୁଡ଼ାରେ,Generic
ହୃଷ୍ଟ,Generic
ହୃଷ୍ଟପୃଷ୍ଟ,Generic
ହେ,Generic
ହେଇ,Generic
ହେଇକି,Generic
ହେଇଗଲା,Generic
ହେଇଗଲାଣି,Generic
ହେଇଗଲାଣି,Generic
<speaker-overlap>,Not Applicable
ଏବେ,Generic
ହେଇଗଲାନା,Generic
ହେଇଗଲେ,Generic
ହେଇଚି,Generic
ହେଇଛି,Generic
ହେଇଛି,Generic
ସେମିତି,Generic
ହେଇଥାଏ,Generic
ହେଇଥାନ୍ତା,Generic
ହେଇଥିବା,Generic
ହେଇଥିଲା,Generic
ହେଇଥିଲେ,Generic
ହେଇନଥିବ,Generic
ହେଇନଥିଲା,Generic
ହେଇନି,Generic
ହେଇପାରନ୍ତା,Generic
ହେଇପାରିବ,Generic
ହେଇପାରିବନି,Generic
ହେଇପାରୁଛି,Generic
ହେଇଯାଇଛି,Generic
ହେଇଯାଇଥିବ,Generic
ହେଇଯାଇଥିବ,Generic
ପୋକ,Pest/Disease
ହେଇଯାଇପାରେ,Generic
ହେଇଯାଉଛି,Generic
ହେଇଯାଏ,Generic
ହେଇଯିବ,Generic
ହେଇସରିଗଲା,Generic
ହେଇସାରିଲା,Generic
ହେଈଗଲେଣି,Generic
ହେଉଅଛି,Generic
ହେଉଛି,Generic
ହେବ,Generic
ହେବନାହିଁ,Generic
ହେବା,Generic
ହେବେ,Generic
ହେମାମଣି,Variety
ହେମ୍ରମ୍,Generic
ହେଲା,Generic
ହେଲା,Generic
ଆପଣଙ୍କର,Generic
ହେଲାକି,Generic
ହେଲାଠୁ,Generic
ହେଲାଣି,Generic
ହେଲାଣି,Agri Practice
ମାସେ,Month Name
ହେଲାନି,Agri Practice
ହେଲି,Generic
ହେଲେ,Generic
ହେଲେଣି,Generic
ହେଲେବି,Generic
ହୋଇ,Generic
ହୋଇଚି,Generic
ହୋଇଛି,Generic
ହୋଇଥାଏ,Generic
ହୋଇନଥିଲେ,Generic
ହୋଇପାରିବ,Generic
ହୋଇପାରିବେ,Generic
ହୋଇପାରୁଛନ୍ତି,Generic
ହୋଇଯାଉଛି,Generic
ହୋଉ,Generic
ହୋଉଇ,Generic
ହୋଉଚି,Generic
ହୋଉଛି,Generic
ହୋଉଥିବା,Generic
ଡ଼ି.ଏ.ପି,Generic
ଢ଼ାଙ୍କି,Generic
ଢ଼ାଙ୍କୁଣୀ,Variety
ଢ଼ାଙ୍କୁଣୀରେ,Generic
ୟହାଠୁ,Generic
ୟା,Generic
ୟାକୁ,Generic
ୟାକୁତ,Variety
ୟାଡୁ,Generic
ୟାଥରେ,Generic
ୟାଧେରେ,Generic
ୟାପରେ,Generic
ୟାର,Agriculture unit
ୟାରୁ,Crop
ୟାରେ,Generic
ୟୁରିଆ,Soil Nutrient/Fertiliser
ୟେ,Generic
ୟେତ,Generic
୦.୫,Numeral
୧,Numeral
୧.୦୨,Numeral
୧୦,Numeral
୧୦୦୧,Numeral
୧୦୧୦,Numeral
୧୧,Numeral
୧୮.୫,Not Applicable
୨୦,Numeral
୨୦୩,Numeral
୨୦୫,Numeral
୨୦୬,Numeral
୨୫,Numeral
୩୧୦,Numeral
୩୧୧,Numeral
୪,Numeral
୫,Numeral
୫.୧,Numeral
୫୦,Numeral
୫୦୦,Numeral
୫୦୨,Numeral
୫୦୩,Numeral
୫୦୫,Numeral
୫୦୭,Numeral
୫୦୮,Numeral
୬୦୧,Numeral
୭୫,Numeral
ୱାଇପି,Generic
