_id,uid,model,error_type,ref_word,hyp_word,start_time,end_time,clip_path
584f6b6c,83387c48-f162-4e6d-864c-6ba46e03f94e,google,del,దిగబడి,,0.0,11.563,wav_files/telugu/83387c48-f162-4e6d-864c-6ba46e03f94e_16000.wav
cd2e17b5,83387c48-f162-4e6d-864c-6ba46e03f94e,google,del,పెంచడానికి,,0.0,11.563,wav_files/telugu/83387c48-f162-4e6d-864c-6ba46e03f94e_16000.wav
41e115ee,83387c48-f162-4e6d-864c-6ba46e03f94e,google,del,ఏమి,,0.0,11.563,wav_files/telugu/83387c48-f162-4e6d-864c-6ba46e03f94e_16000.wav
3bcc6d4a,83387c48-f162-4e6d-864c-6ba46e03f94e,google,sub,వాడాలి?,bhale,0.0,5.4,wav_files/telugu/83387c48-f162-4e6d-864c-6ba46e03f94e_16000.wav
89a02565,83387c48-f162-4e6d-864c-6ba46e03f94e,google,sub,<unclear>,bhale,5.4,5.6,wav_files/telugu/83387c48-f162-4e6d-864c-6ba46e03f94e_16000.wav
59a07505,83387c48-f162-4e6d-864c-6ba46e03f94e,google,sub,ఏది?,bhale,5.6,5.7,wav_files/telugu/83387c48-f162-4e6d-864c-6ba46e03f94e_16000.wav
8a44faa8,68702733-8008-459c-a160-ed5932649d7b,google,sub,నైట్రో,మెట్రో,2.0,2.4,wav_files/telugu/68702733-8008-459c-a160-ed5932649d7b_16000.wav
e20c0f0d,68702733-8008-459c-a160-ed5932649d7b,google,sub,వాడాలి?,వాడాలి,3.0,3.5,wav_files/telugu/68702733-8008-459c-a160-ed5932649d7b_16000.wav
d6a65170,68702733-8008-459c-a160-ed5932649d7b,google,sub,దానికి?,దానికి,3.6,4.2,wav_files/telugu/68702733-8008-459c-a160-ed5932649d7b_16000.wav
6e32f674,f34af2f1-2322-44b2-a3bf-cdab966ac594,google,del,మిరప,,0.0,5.994,wav_files/telugu/f34af2f1-2322-44b2-a3bf-cdab966ac594_16000.wav
2638bc1b,f34af2f1-2322-44b2-a3bf-cdab966ac594,google,sub,లో,మిరపలో,0.0,3.5,wav_files/telugu/f34af2f1-2322-44b2-a3bf-cdab966ac594_16000.wav
7ae47fa3,f34af2f1-2322-44b2-a3bf-cdab966ac594,google,sub,వాడాలి?,వాడాలి,5.3,5.6,wav_files/telugu/f34af2f1-2322-44b2-a3bf-cdab966ac594_16000.wav
faeff4d0,3064276c-9034-4a0f-b447-0e936252d1e4,google,del,వంగలో,,0.0,6.793,wav_files/telugu/3064276c-9034-4a0f-b447-0e936252d1e4_16000.wav
846667df,3064276c-9034-4a0f-b447-0e936252d1e4,google,del,తలా,,0.0,6.793,wav_files/telugu/3064276c-9034-4a0f-b447-0e936252d1e4_16000.wav
eb130140,3064276c-9034-4a0f-b447-0e936252d1e4,google,del,కొమ్మలను,,0.0,6.793,wav_files/telugu/3064276c-9034-4a0f-b447-0e936252d1e4_16000.wav
be592bb7,3064276c-9034-4a0f-b447-0e936252d1e4,google,del,మరియు,,0.0,6.793,wav_files/telugu/3064276c-9034-4a0f-b447-0e936252d1e4_16000.wav
fe7fb629,3064276c-9034-4a0f-b447-0e936252d1e4,google,sub,కొమ్మల,మంగళ,0.0,1.7,wav_files/telugu/3064276c-9034-4a0f-b447-0e936252d1e4_16000.wav
2c432e22,3064276c-9034-4a0f-b447-0e936252d1e4,google,sub,పురుగు,తల్లి,1.7,2.1,wav_files/telugu/3064276c-9034-4a0f-b447-0e936252d1e4_16000.wav
aab42173,3064276c-9034-4a0f-b447-0e936252d1e4,google,sub,నివారణ,బొమ్మలు,2.1,2.4,wav_files/telugu/3064276c-9034-4a0f-b447-0e936252d1e4_16000.wav
e8a40f21,3064276c-9034-4a0f-b447-0e936252d1e4,google,sub,చేయాలి?,చేయాలి,5.5,6.0,wav_files/telugu/3064276c-9034-4a0f-b447-0e936252d1e4_16000.wav
65ce7aa4,92b878b9-acd8-4767-90fb-88afa6e456d3,google,sub,ఏ,ఈ,6.2,6.3,wav_files/telugu/92b878b9-acd8-4767-90fb-88afa6e456d3_16000.wav
59885cd9,92b878b9-acd8-4767-90fb-88afa6e456d3,google,sub,వాడాలి?,వాడాలి,6.9,7.2,wav_files/telugu/92b878b9-acd8-4767-90fb-88afa6e456d3_16000.wav
a7f92840,534f3cdd-3c80-45cc-bfd0-a325cdd86cd1,google,ins,,ఏరుకుల,2.4,3.1,wav_files/telugu/534f3cdd-3c80-45cc-bfd0-a325cdd86cd1_16000.wav
16208b91,534f3cdd-3c80-45cc-bfd0-a325cdd86cd1,google,sub,వేరు,తెలుగు,3.1,3.7,wav_files/telugu/534f3cdd-3c80-45cc-bfd0-a325cdd86cd1_16000.wav
0f8578f4,534f3cdd-3c80-45cc-bfd0-a325cdd86cd1,google,sub,కుళ్లు,తెగులు,3.7,4.2,wav_files/telugu/534f3cdd-3c80-45cc-bfd0-a325cdd86cd1_16000.wav
4fc0dfc6,534f3cdd-3c80-45cc-bfd0-a325cdd86cd1,google,sub,తెగులుకి,కి,4.2,4.4,wav_files/telugu/534f3cdd-3c80-45cc-bfd0-a325cdd86cd1_16000.wav
efa002a7,534f3cdd-3c80-45cc-bfd0-a325cdd86cd1,google,ins,,వ్యాసం,4.8,5.0,wav_files/telugu/534f3cdd-3c80-45cc-bfd0-a325cdd86cd1_16000.wav
ad38c497,534f3cdd-3c80-45cc-bfd0-a325cdd86cd1,google,ins,,లో,5.0,5.3,wav_files/telugu/534f3cdd-3c80-45cc-bfd0-a325cdd86cd1_16000.wav
98df857e,534f3cdd-3c80-45cc-bfd0-a325cdd86cd1,google,sub,వ్యవసాయంలో,ఏ,5.3,5.4,wav_files/telugu/534f3cdd-3c80-45cc-bfd0-a325cdd86cd1_16000.wav
0d65073f,534f3cdd-3c80-45cc-bfd0-a325cdd86cd1,google,sub,పద్ధతులు.,పద్ధతిలో,5.4,5.9,wav_files/telugu/534f3cdd-3c80-45cc-bfd0-a325cdd86cd1_16000.wav
924793f9,eb7003c3-e754-40e0-91dd-51f88c2596f0,google,ins,,మొక్కజొన్న,0.0,1.4,wav_files/telugu/eb7003c3-e754-40e0-91dd-51f88c2596f0_16000.wav
1ecfe748,eb7003c3-e754-40e0-91dd-51f88c2596f0,google,sub,మొక్కజొన్నకి,కి,1.4,1.5,wav_files/telugu/eb7003c3-e754-40e0-91dd-51f88c2596f0_16000.wav
e56038fd,eb7003c3-e754-40e0-91dd-51f88c2596f0,google,sub,తెగుళ్ళు,తెగులు,1.8,2.1,wav_files/telugu/eb7003c3-e754-40e0-91dd-51f88c2596f0_16000.wav
103a48ae,eb7003c3-e754-40e0-91dd-51f88c2596f0,google,sub,ఏమి,ఏం,2.1,2.3,wav_files/telugu/eb7003c3-e754-40e0-91dd-51f88c2596f0_16000.wav
6bdc0a55,eb7003c3-e754-40e0-91dd-51f88c2596f0,google,sub,వస్తాయి?,వస్తాయి,2.3,2.6,wav_files/telugu/eb7003c3-e754-40e0-91dd-51f88c2596f0_16000.wav
10bb180f,eb7003c3-e754-40e0-91dd-51f88c2596f0,google,sub,రెమిడీ,రెడీ,3.1,3.5,wav_files/telugu/eb7003c3-e754-40e0-91dd-51f88c2596f0_16000.wav
7bf2990a,eb7003c3-e754-40e0-91dd-51f88c2596f0,google,sub,వ్యవసాయంలో.,వ్యవసాయం,4.7,5.1,wav_files/telugu/eb7003c3-e754-40e0-91dd-51f88c2596f0_16000.wav
51a69c73,334e9afb-9973-449e-aca8-8a68f086ab7d,google,sub,టమాట,టమాటా,2.7,3.8,wav_files/telugu/334e9afb-9973-449e-aca8-8a68f086ab7d_16000.wav
dc0dad99,334e9afb-9973-449e-aca8-8a68f086ab7d,google,sub,వేయొచ్చా?,వేయొచ్చా,6.5,7.2,wav_files/telugu/334e9afb-9973-449e-aca8-8a68f086ab7d_16000.wav
8e88a778,334e9afb-9973-449e-aca8-8a68f086ab7d,google,sub,ఇది,ఏమి,12.4,14.3,wav_files/telugu/334e9afb-9973-449e-aca8-8a68f086ab7d_16000.wav
3564dc9c,334e9afb-9973-449e-aca8-8a68f086ab7d,google,sub,ఫిబ్రవరి,జనవరి,15.5,16.7,wav_files/telugu/334e9afb-9973-449e-aca8-8a68f086ab7d_16000.wav
7885a934,334e9afb-9973-449e-aca8-8a68f086ab7d,google,sub,ఇప్పుడు,ఇప్పుడే,20.2,21.3,wav_files/telugu/334e9afb-9973-449e-aca8-8a68f086ab7d_16000.wav
edd81150,334e9afb-9973-449e-aca8-8a68f086ab7d,google,sub,వేయొచ్చా?,వచ్చా,21.3,21.7,wav_files/telugu/334e9afb-9973-449e-aca8-8a68f086ab7d_16000.wav
9ce8985f,c0e5c6d0-19ba-4296-af2d-34314f3cf046,google,sub,ఏం,ఏమి,2.4,2.8,wav_files/telugu/c0e5c6d0-19ba-4296-af2d-34314f3cf046_16000.wav
63598267,c0e5c6d0-19ba-4296-af2d-34314f3cf046,google,sub,వాడాలి?,వాడాలి,2.8,2.8,wav_files/telugu/c0e5c6d0-19ba-4296-af2d-34314f3cf046_16000.wav
05f01aef,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,del,బొప్పాయి,,0.0,23.794,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
edb34fc2,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,del,తోటలో,,0.0,23.794,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
ce5dd696,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,వైరస్,థియేటర్,0.5,13.7,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
a832c333,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,కి,నీటికి,13.7,14.3,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
0e667677,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,నిమ్మరసం,ఎన్ని,14.3,15.1,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
e33b1e2f,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,ని,మిల్లులు,15.1,15.5,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
dfbc3df5,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,లీటరు,వాడవలెను,15.5,16.2,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
1863dd1b,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,నీటికి,నోటి,18.8,20.0,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
da728cbe,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,ఎన్ని,నుంచి,20.0,20.4,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
4a59f490,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,మిల్లీలు,వస్తుంది,20.4,20.9,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
ef5b3ff7,4aa12ad3-4331-4a5f-bc65-bfa6d1e83031,google,sub,వాడవలెను?,బాధ,20.9,21.2,wav_files/telugu/4aa12ad3-4331-4a5f-bc65-bfa6d1e83031_16000.wav
8a797f24,4b514db4-d8bf-401d-a537-630750392ad7,google,ins,,చిక్కుల్లో,0.3,2.1,wav_files/telugu/4b514db4-d8bf-401d-a537-630750392ad7_16000.wav
24ccc475,4b514db4-d8bf-401d-a537-630750392ad7,google,sub,చిక్కుడులో,పురుగు,2.1,2.8,wav_files/telugu/4b514db4-d8bf-401d-a537-630750392ad7_16000.wav
511438bf,4b514db4-d8bf-401d-a537-630750392ad7,google,sub,పురుగుకి,కి,2.8,3.0,wav_files/telugu/4b514db4-d8bf-401d-a537-630750392ad7_16000.wav
110d3238,4b514db4-d8bf-401d-a537-630750392ad7,google,ins,,ఎక్స్,5.0,7.1,wav_files/telugu/4b514db4-d8bf-401d-a537-630750392ad7_16000.wav
b8e2799c,4b514db4-d8bf-401d-a537-630750392ad7,google,ins,,వీడియోస్,7.1,7.6,wav_files/telugu/4b514db4-d8bf-401d-a537-630750392ad7_16000.wav
fc69ed10,4b514db4-d8bf-401d-a537-630750392ad7,google,ins,,కం,7.6,7.8,wav_files/telugu/4b514db4-d8bf-401d-a537-630750392ad7_16000.wav
ed17c7e8,0a85c87b-99db-49c3-89c5-2c54447b6402,google,del,నిమ్మచెట్టుకు,,0.0,7.734,wav_files/telugu/0a85c87b-99db-49c3-89c5-2c54447b6402_16000.wav
12ec0195,0a85c87b-99db-49c3-89c5-2c54447b6402,google,sub,ఏ,నిమ్మచెట్టు,0.0,1.3,wav_files/telugu/0a85c87b-99db-49c3-89c5-2c54447b6402_16000.wav
39e634d8,0a85c87b-99db-49c3-89c5-2c54447b6402,google,sub,వ్యాధులొస్తాయి.,వేదవ,1.3,2.3,wav_files/telugu/0a85c87b-99db-49c3-89c5-2c54447b6402_16000.wav
58159465,0a85c87b-99db-49c3-89c5-2c54447b6402,google,sub,ప్లీజ్?,ప్లీజ్,5.8,5.9,wav_files/telugu/0a85c87b-99db-49c3-89c5-2c54447b6402_16000.wav
4f2efb97,fcbff8c4-09a6-416a-a71d-2906026dbce7,google,sub,దొండ,దొడ్డ,1.4,1.7,wav_files/telugu/fcbff8c4-09a6-416a-a71d-2906026dbce7_16000.wav
34f5e20d,fcbff8c4-09a6-416a-a71d-2906026dbce7,google,del,గుడ్డి,,0.0,4.973,wav_files/telugu/fcbff8c4-09a6-416a-a71d-2906026dbce7_16000.wav
b884c532,fcbff8c4-09a6-416a-a71d-2906026dbce7,google,sub,తెగులు,గుడ్డ,2.1,2.4,wav_files/telugu/fcbff8c4-09a6-416a-a71d-2906026dbce7_16000.wav
642cedd7,fcbff8c4-09a6-416a-a71d-2906026dbce7,google,sub,పడిందండి,గుడి,2.4,2.7,wav_files/telugu/fcbff8c4-09a6-416a-a71d-2906026dbce7_16000.wav
25bad792,fcbff8c4-09a6-416a-a71d-2906026dbce7,google,sub,ఏం,నుండి,2.7,3.2,wav_files/telugu/fcbff8c4-09a6-416a-a71d-2906026dbce7_16000.wav
623a5bdb,fcbff8c4-09a6-416a-a71d-2906026dbce7,google,sub,రసాయనకం,తీవ్ర,3.2,4.0,wav_files/telugu/fcbff8c4-09a6-416a-a71d-2906026dbce7_16000.wav
21799862,fcbff8c4-09a6-416a-a71d-2906026dbce7,google,sub,వాడాలో,సైనికవాదం,4.0,4.4,wav_files/telugu/fcbff8c4-09a6-416a-a71d-2906026dbce7_16000.wav
42359c6c,fcbff8c4-09a6-416a-a71d-2906026dbce7,google,sub,చెప్పండి?,చెప్పండి,4.4,4.9,wav_files/telugu/fcbff8c4-09a6-416a-a71d-2906026dbce7_16000.wav
3d3cb05d,4d7c2c52-3c7a-49aa-a4ed-6d2ddb9dedd7,google,del,ఈ,,0.0,2.674,wav_files/telugu/4d7c2c52-3c7a-49aa-a4ed-6d2ddb9dedd7_16000.wav
391a8e3f,4d7c2c52-3c7a-49aa-a4ed-6d2ddb9dedd7,google,sub,రోజు,ఈరోజు,0.1,1.1,wav_files/telugu/4d7c2c52-3c7a-49aa-a4ed-6d2ddb9dedd7_16000.wav
e844e220,4d7c2c52-3c7a-49aa-a4ed-6d2ddb9dedd7,google,sub,వాతావరణ,వాతావరణం,1.1,1.6,wav_files/telugu/4d7c2c52-3c7a-49aa-a4ed-6d2ddb9dedd7_16000.wav
355176e6,4d7c2c52-3c7a-49aa-a4ed-6d2ddb9dedd7,google,sub,సూచనలు.,సూచనలు,1.6,1.7,wav_files/telugu/4d7c2c52-3c7a-49aa-a4ed-6d2ddb9dedd7_16000.wav
f62a2142,ad9f9aec-b075-4960-9b5b-0d7d606b845b,google,del,వరి,,0.0,7.694,wav_files/telugu/ad9f9aec-b075-4960-9b5b-0d7d606b845b_16000.wav
21147c11,ad9f9aec-b075-4960-9b5b-0d7d606b845b,google,sub,చేనులో,వర్షంలో,1.1,2.4,wav_files/telugu/ad9f9aec-b075-4960-9b5b-0d7d606b845b_16000.wav
f640e03d,ad9f9aec-b075-4960-9b5b-0d7d606b845b,google,sub,నల్లి,నల్లబడింది,2.4,3.0,wav_files/telugu/ad9f9aec-b075-4960-9b5b-0d7d606b845b_16000.wav
1136634d,ad9f9aec-b075-4960-9b5b-0d7d606b845b,google,sub,"పడింది,",ఏం,3.0,3.0,wav_files/telugu/ad9f9aec-b075-4960-9b5b-0d7d606b845b_16000.wav
a2c09f2c,ad9f9aec-b075-4960-9b5b-0d7d606b845b,google,sub,కొట్టాలి?,కొట్టాలి,4.0,4.4,wav_files/telugu/ad9f9aec-b075-4960-9b5b-0d7d606b845b_16000.wav
b4016aae,77552e6a-852f-4be1-9c70-0e878674b9d9,google,ins,,పంట,7.8,8.1,wav_files/telugu/77552e6a-852f-4be1-9c70-0e878674b9d9_16000.wav
d3e34847,77552e6a-852f-4be1-9c70-0e878674b9d9,google,sub,పంటలో,లో,8.1,8.3,wav_files/telugu/77552e6a-852f-4be1-9c70-0e878674b9d9_16000.wav
c9b3ecc8,77552e6a-852f-4be1-9c70-0e878674b9d9,google,ins,,పురుగు,8.4,9.1,wav_files/telugu/77552e6a-852f-4be1-9c70-0e878674b9d9_16000.wav
323f615d,77552e6a-852f-4be1-9c70-0e878674b9d9,google,sub,పురుగును,ను,9.1,9.2,wav_files/telugu/77552e6a-852f-4be1-9c70-0e878674b9d9_16000.wav
832c074c,77552e6a-852f-4be1-9c70-0e878674b9d9,google,ins,,మందు,10.9,11.3,wav_files/telugu/77552e6a-852f-4be1-9c70-0e878674b9d9_16000.wav
d8c81acc,77552e6a-852f-4be1-9c70-0e878674b9d9,google,sub,మందుతో,తో,11.3,11.5,wav_files/telugu/77552e6a-852f-4be1-9c70-0e878674b9d9_16000.wav
ffd1fee4,77552e6a-852f-4be1-9c70-0e878674b9d9,google,sub,నివారించవచ్చును?,నివారించవచ్చును,11.5,12.6,wav_files/telugu/77552e6a-852f-4be1-9c70-0e878674b9d9_16000.wav
3bfba3b0,e33a41b9-87ae-4d39-96b6-9cff81f64dc6,google,sub,వ్యవసాయం,వ్యవసాయంలో,1.2,1.8,wav_files/telugu/e33a41b9-87ae-4d39-96b6-9cff81f64dc6_16000.wav
6da06c2b,e33a41b9-87ae-4d39-96b6-9cff81f64dc6,google,sub,లో,దశ,1.8,2.2,wav_files/telugu/e33a41b9-87ae-4d39-96b6-9cff81f64dc6_16000.wav
4ace2844,e33a41b9-87ae-4d39-96b6-9cff81f64dc6,google,sub,దశపర్ణి,అని,2.2,2.6,wav_files/telugu/e33a41b9-87ae-4d39-96b6-9cff81f64dc6_16000.wav
234f8d13,e33a41b9-87ae-4d39-96b6-9cff81f64dc6,google,sub,వాడతారు?,వాడతారు,3.0,3.7,wav_files/telugu/e33a41b9-87ae-4d39-96b6-9cff81f64dc6_16000.wav
fb347f8f,3935983a-f91e-4475-8d41-abd865de6ba0,google,ins,,అరటి,0.0,2.0,wav_files/telugu/3935983a-f91e-4475-8d41-abd865de6ba0_16000.wav
7916bf0b,3935983a-f91e-4475-8d41-abd865de6ba0,google,sub,అరటిలో,లో,2.0,2.1,wav_files/telugu/3935983a-f91e-4475-8d41-abd865de6ba0_16000.wav
b63687a9,3935983a-f91e-4475-8d41-abd865de6ba0,google,sub,"గా,",గా,6.2,6.3,wav_files/telugu/3935983a-f91e-4475-8d41-abd865de6ba0_16000.wav
c379ac8c,3935983a-f91e-4475-8d41-abd865de6ba0,google,del,రైతుకి,,0.0,14.514,wav_files/telugu/3935983a-f91e-4475-8d41-abd865de6ba0_16000.wav
64935626,3935983a-f91e-4475-8d41-abd865de6ba0,google,del,ఉపయోగపడే,,0.0,14.514,wav_files/telugu/3935983a-f91e-4475-8d41-abd865de6ba0_16000.wav
8a437294,3935983a-f91e-4475-8d41-abd865de6ba0,google,del,పద్ధతిలో,,0.0,14.514,wav_files/telugu/3935983a-f91e-4475-8d41-abd865de6ba0_16000.wav
0d326dc7,3935983a-f91e-4475-8d41-abd865de6ba0,google,sub,తెలియపరచండి?,తెలియపరచండి,10.7,13.0,wav_files/telugu/3935983a-f91e-4475-8d41-abd865de6ba0_16000.wav
a55b0c92,d336fbc3-af96-4a48-af7c-82dcc501eeaf,google,sub,వాసా,వాక్య,0.0,1.3,wav_files/telugu/d336fbc3-af96-4a48-af7c-82dcc501eeaf_16000.wav
4f57cbd5,d336fbc3-af96-4a48-af7c-82dcc501eeaf,google,sub,ఏమిటి?,ఏమిటి,3.6,3.8,wav_files/telugu/d336fbc3-af96-4a48-af7c-82dcc501eeaf_16000.wav
0e01d02f,9b4afd07-249e-4a71-9985-d2b2444c2dbf,google,sub,పైరు,ఫైర్,2.1,2.4,wav_files/telugu/9b4afd07-249e-4a71-9985-d2b2444c2dbf_16000.wav
8a36096d,9b4afd07-249e-4a71-9985-d2b2444c2dbf,google,sub,తీసుకోవాలి?,తీసుకోవాలి,4.4,5.2,wav_files/telugu/9b4afd07-249e-4a71-9985-d2b2444c2dbf_16000.wav
70438778,f5bcf1ba-ae9b-473b-a3ab-347e4e8960be,google,sub,తోటలో,తోట,1.9,2.3,wav_files/telugu/f5bcf1ba-ae9b-473b-a3ab-347e4e8960be_16000.wav
4fe6e6f9,f5bcf1ba-ae9b-473b-a3ab-347e4e8960be,google,sub,ఆకు,లో,2.3,2.5,wav_files/telugu/f5bcf1ba-ae9b-473b-a3ab-347e4e8960be_16000.wav
5d581289,f5bcf1ba-ae9b-473b-a3ab-347e4e8960be,google,sub,తెగుల,తెగులు,4.6,4.7,wav_files/telugu/f5bcf1ba-ae9b-473b-a3ab-347e4e8960be_16000.wav
dbfc2039,f5bcf1ba-ae9b-473b-a3ab-347e4e8960be,google,sub,చర్యలు?,చర్యలు,5.6,6.3,wav_files/telugu/f5bcf1ba-ae9b-473b-a3ab-347e4e8960be_16000.wav
f3f3a45e,0362945f-70ee-400c-90d8-528f74e8f956,google,sub,ఉన్నాయా?,ఉన్నాయా,6.4,6.9,wav_files/telugu/0362945f-70ee-400c-90d8-528f74e8f956_16000.wav
b4ceb238,218ffd04-cd83-4552-82b7-790510b210b8,google,sub,మినుము,నేను,0.6,2.0,wav_files/telugu/218ffd04-cd83-4552-82b7-790510b210b8_16000.wav
c18232d8,218ffd04-cd83-4552-82b7-790510b210b8,google,sub,పూత,పోత,2.0,3.5,wav_files/telugu/218ffd04-cd83-4552-82b7-790510b210b8_16000.wav
df23986b,218ffd04-cd83-4552-82b7-790510b210b8,google,del,పురుగు,,0.0,7.494,wav_files/telugu/218ffd04-cd83-4552-82b7-790510b210b8_16000.wav
022ad0cc,218ffd04-cd83-4552-82b7-790510b210b8,google,sub,వాడాలి?,వాడాలి,6.0,6.4,wav_files/telugu/218ffd04-cd83-4552-82b7-790510b210b8_16000.wav
2a123d67,1ae7c27b-faa9-44a6-8d73-34e2a64eedd3,google,sub,విధానం.,విధానం,4.6,5.2,wav_files/telugu/1ae7c27b-faa9-44a6-8d73-34e2a64eedd3_16000.wav
043faa7e,604ae2ee-ab9a-470e-9b0f-9dd0eeda00c6,google,sub,"పూత,",పూత,2.6,3.1,wav_files/telugu/604ae2ee-ab9a-470e-9b0f-9dd0eeda00c6_16000.wav
30807e78,b4428859-d68a-4cd8-a9b5-bc9df81ddf53,google,del,తల,,0.0,7.873,wav_files/telugu/b4428859-d68a-4cd8-a9b5-bc9df81ddf53_16000.wav
059d836d,b4428859-d68a-4cd8-a9b5-bc9df81ddf53,google,sub,నత్త,తాళం,3.2,3.6,wav_files/telugu/b4428859-d68a-4cd8-a9b5-bc9df81ddf53_16000.wav
bcc7c94d,b4428859-d68a-4cd8-a9b5-bc9df81ddf53,google,sub,రాకుండా,ఏర్పడకుండా,3.6,4.4,wav_files/telugu/b4428859-d68a-4cd8-a9b5-bc9df81ddf53_16000.wav
6c361706,b4428859-d68a-4cd8-a9b5-bc9df81ddf53,google,sub,వ్యవసాయంలో,వ్యవసాయం,5.3,5.9,wav_files/telugu/b4428859-d68a-4cd8-a9b5-bc9df81ddf53_16000.wav
b2a5acfd,b4428859-d68a-4cd8-a9b5-bc9df81ddf53,google,sub,వాడాలి?,వాడాలి,7.0,7.5,wav_files/telugu/b4428859-d68a-4cd8-a9b5-bc9df81ddf53_16000.wav
cee2906d,87c668a5-3408-4aa0-a961-073f50d3425d,google,ins,,మొక్కజొన్న,0.3,2.2,wav_files/telugu/87c668a5-3408-4aa0-a961-073f50d3425d_16000.wav
ab6679b0,87c668a5-3408-4aa0-a961-073f50d3425d,google,sub,మొక్కజొన్నకు,కు,2.2,2.4,wav_files/telugu/87c668a5-3408-4aa0-a961-073f50d3425d_16000.wav
ef29dfe5,87c668a5-3408-4aa0-a961-073f50d3425d,google,sub,బుగ్గులెత్తే,బుల్లెట్టే,2.4,3.3,wav_files/telugu/87c668a5-3408-4aa0-a961-073f50d3425d_16000.wav
0adfa4a9,87c668a5-3408-4aa0-a961-073f50d3425d,google,sub,తీసుకోవాలి?,తీసుకోవాలి,6.1,7.0,wav_files/telugu/87c668a5-3408-4aa0-a961-073f50d3425d_16000.wav
dcdd475a,520101e3-2045-4004-8207-c8a3a06eeece,google,del,జొన్నలో,,0.0,8.034,wav_files/telugu/520101e3-2045-4004-8207-c8a3a06eeece_16000.wav
530492c3,520101e3-2045-4004-8207-c8a3a06eeece,google,del,తెల్ల,,0.0,8.034,wav_files/telugu/520101e3-2045-4004-8207-c8a3a06eeece_16000.wav
57fd0f3c,520101e3-2045-4004-8207-c8a3a06eeece,google,del,దోమకు,,0.0,8.034,wav_files/telugu/520101e3-2045-4004-8207-c8a3a06eeece_16000.wav
3626b8c2,520101e3-2045-4004-8207-c8a3a06eeece,google,sub,ఉన్నాయా?,ఉన్నాయా,6.4,6.9,wav_files/telugu/520101e3-2045-4004-8207-c8a3a06eeece_16000.wav
df670dd8,efb030af-42fb-4783-8417-3d0955255ca1,google,ins,,బీసీ,0.0,1.4,wav_files/telugu/efb030af-42fb-4783-8417-3d0955255ca1_16000.wav
5b0b36a5,efb030af-42fb-4783-8417-3d0955255ca1,google,sub,బీన్స్,సెల్,1.4,1.5,wav_files/telugu/efb030af-42fb-4783-8417-3d0955255ca1_16000.wav
38b1fab3,efb030af-42fb-4783-8417-3d0955255ca1,google,sub,యెల్లో,లో,1.5,1.8,wav_files/telugu/efb030af-42fb-4783-8417-3d0955255ca1_16000.wav
daf84438,efb030af-42fb-4783-8417-3d0955255ca1,google,sub,నివారణ.,నివారణ,2.0,2.3,wav_files/telugu/efb030af-42fb-4783-8417-3d0955255ca1_16000.wav
79f709ae,46b56195-2023-4b52-aa9e-4203ac58068d,google,sub,పారించడం,పాలించడం,2.0,3.9,wav_files/telugu/46b56195-2023-4b52-aa9e-4203ac58068d_16000.wav
63f8be77,46b56195-2023-4b52-aa9e-4203ac58068d,google,sub,"భూమికి,",భూమికి,4.1,5.3,wav_files/telugu/46b56195-2023-4b52-aa9e-4203ac58068d_16000.wav
189bda4e,46b56195-2023-4b52-aa9e-4203ac58068d,google,sub,స్ప్రే,షేర్,5.3,6.3,wav_files/telugu/46b56195-2023-4b52-aa9e-4203ac58068d_16000.wav
b3763193,46b56195-2023-4b52-aa9e-4203ac58068d,google,sub,మొక్కకి,మొక్క,6.8,7.5,wav_files/telugu/46b56195-2023-4b52-aa9e-4203ac58068d_16000.wav
8c66855b,46b56195-2023-4b52-aa9e-4203ac58068d,google,sub,తెలియజేయండి.,తెలియజేయండి,9.0,11.0,wav_files/telugu/46b56195-2023-4b52-aa9e-4203ac58068d_16000.wav
