term,category
भन्ना,Crop
भबनधन,Generic
भभूटा,Crop
भमरि,Generic
भमरी,Pest/Disease
भये,Generic
भर,Generic
भरते,Generic
भरना,Generic
भरने,Generic
भरा,Generic
भराइटी,Variety
भराई,Generic
भराईटी,Generic
भराएगा,Generic
भराएटी,Variety
भराता,Generic
भरायटी,Generic
भराव,Generic
भरे,Generic
भरें,Generic
भरे।,Generic
भरौंधा,Pest/Disease
भलाइया,Generic
भवरिया,Pest/Disease
भस,Generic
भाँगुर,Generic
भाँगुरी,Generic
भांग,Crop
भांगगुडी,Pest/Disease
भांगड़ा,Generic
भांगर,Generic
भांगरी,Variety
भांगरे,Crop
भांगुर,Generic
भांगूड़,Generic
भांगूर,Generic
भांगोर,Generic
भाई,Generic
भाई।,Generic
भाग,Generic
भागर,Generic
भागेगा,Generic
भाङ्गरी,Generic
भाता,Generic
भाब,Generic
भारआईटी,Generic
भारत,Generic
भारती,Generic
भारतीय,Generic
भारा,Generic
भारोंधा,Generic
भाव,Generic
भाव,Generic
भासा,Generic
भिंडी,Crop
भिन्दिअल,Generic
भी,Generic
भीकुड़ा,Generic
भीम,Variety
भीमराम,Generic
भी।,Generic
भुंडी,Crop
भुआ,Generic
भुनाता,Generic
भुरभुरा,Generic
भुरभुरी,Generic
भुवरी,Variety
भुवा,Generic
भुस्सी,Soil Nutrient/Fertiliser
भूआ,Generic
भूत,Generic
भूमि,Agriculture unit
भूया,Generic
भूरा,Generic
भूसी,Soil Nutrient/Fertiliser
भूस्सा,Soil Nutrient/Fertiliser
भेज,Generic
भेजते,Generic
भेजिए।,Generic
भेजी,Generic
भेजे,Generic
भेजे।,Generic
भेद,Generic
भैंस,Generic
भैंसिया,Generic
भैंसी,Generic
भैनीअल,Pest/Disease
भैया,Generic
भैराइटी,Generic
भैस,Generic
भैसिया,Agriculture unit
भैसी,Generic
भैसे,Generic
भैसो,Generic
भोंगरा,Pest/Disease
भोईनी,Generic
भोग,Generic
भोजन,Generic
भोमरी,Generic
भौरी,Generic
भौवा,Generic
भ्रूण,Generic
मंगरेला,Generic
मंगा,Crop
मंगूरी,Generic
मंजन,Soil Nutrient/Fertiliser
मंजर,Generic
मंज़र,Generic
मंज़иле,Generic
मंजिरी,Agriculture unit
मंजीरे,Generic
मंटी,Generic
मंडा,Variety
मंडी,Agriculture unit
मंडुसी,Pest/Disease
मंत्री,Generic
मंथ,Generic
मंदा,Generic
मंदार,Generic
मंदूषि,Pest/Disease
मइ,Generic
मई,Generic
मकइ,Crop
मकई,Crop
मकई,Crop
मकड़ी,Pest/Disease
मका,Crop
मकाई,Crop
मकोड़े,Pest/Disease
मक्क,Crop
मक्का,Crop
मक्काइ,Crop
मक्का,Crop
मक्की,Crop
मक्कीया,Crop
मक्के,Crop
मक्को,Crop
मखाना,Crop
मगर,Generic
मगरा,Generic
मगही,Generic
मच,Generic
मचाई,Generic
मचान,Agriculture unit
मछली,Generic
मजनू,Generic
मजबूत,Generic
मजरा,Agriculture unit
मजा,Generic
मटन,Generic
मटर,Crop
मटरा,Crop
मटेरियल,Generic
मटेर्नी,Generic
मट्टी,Generic
मट्ठा,Soil Nutrient/Fertiliser
मट्ठास्त्र,Generic
मठास,Generic
मठास्त्र,Generic
मड़वा,Crop
मड़ुआ,Crop
मड़ुई,Crop
मडुवा,Crop
मणि,Generic
मत,Generic
मतलब,Generic
मत्थास्त,Generic
मथलीन,Generic
मथास्त्र,Generic
मथुरा,Generic
मदत,Generic
मदुमकखी,Generic
मधुआ,Crop
मधुमक्खि,Generic
मधुमक्खियों,Generic
मधुमखी,Generic
मधुवा,Crop
मधे,Generic
मन,Generic
मनगो,Crop
मनजर,Generic
मनरेगा,Generic
मनीषी,Generic
मने,Generic
मनोजा,Generic
मम्मी,Generic
मर,Generic
मरकी,Generic
मरगोजा,Crop
मरचाई,Symptom
मरणनीं,Generic
मरता,Generic
मरदिलू,Generic
मरने,Generic
मरफेक,Generic
मरम,Generic
मरल,Generic
मरहिया,Generic
मराई,Generic
मराता,Generic
मरायेगा,Generic
मरुवा,Crop
मरे,Generic
मरेगा,Generic
मर्चा,Crop
मर्चे,Crop
मर्सी,Variety
मलय,Generic
मल्लि,Crop
मवेशी,Generic
मशरुम,Crop
मशरूम,Crop
मशीन,Generic
मशुर,Crop
मसरू,Crop
मसरूम,Crop
मसाला,Generic
मसुर,Crop
मसूद,Generic
मसूर,Crop
मसूरी,Crop
मस्टर्ड,Crop
महताबी,Generic
महत्व,Generic
महसी,Generic
महिनका,Generic
महिहना,Generic
महीन,Generic
महीना,Generic
महीने,Generic
महुआ,Crop
महुगनी,Generic
महूगणी,Crop
मा,Generic
मांजर,Generic
मांडू,Crop
माइट,Pest/Disease
माउंट,Generic
माखी,Pest/Disease
माछी,Pest/Disease
माटा,Generic
माडवा,Crop
माड़वा,Crop
माड़िया,Crop
माता,Generic
मातासे,Generic
मात्रा,Generic
मात्रा।,Generic
माथा,Generic
मान,Generic
मानना,Generic
मानलो,Generic
मानी,Generic
माने,Generic
मान।,Generic
माफ,Generic
माफ़ी,Generic
मार,Generic
मारके,Generic
मारता,Generic
मारती,Generic
मारते,Generic
मारना।,Generic
मारने,Generic
मारम,Generic
मारले,Agriculture unit
मारवा,Pest/Disease
मारा,Generic
मारायगा,Generic
मारी,Generic
मारी।,Generic
मारे,Generic
मारें,Generic
मारेके,Generic
मारेगा,Generic
मारे।,Generic
मार्किट,Generic
मार्च,Generic
मार्चा,Generic
मालफंक्शन,Generic
माला,Generic
मालिश,Generic
मालूम,Generic
मावुर,Generic
माशी,Pest/Disease
मासला,Generic
मासूम,Generic
माह,Generic
माहि,Generic
माहू,Crop
मा।,Generic
मिंटू,Generic
मिकाई,Generic
मिक्स,Generic
मिक्सचर,Generic
मिचाई,Generic
मिटटी,Generic
मिटटे,Generic
मिटी,Soil Nutrient/Fertiliser
मिट्टी,Generic
मिथुन,Generic
मिनट,Generic
मियाज,Generic
मिरचा,Crop
मिरचाइ,Crop
मिरचाई,Crop
मिरर्चा,Crop
मिरिदा,Pest/Disease
मिर्गल,Generic
मिर्च,Crop
मिर्चा,Crop
मिर्चाइ,Crop
मिर्चाई,Crop
मिर्ची,Crop
मिर्जा,Generic
मिर्जे,Generic
मिर्दा,Pest/Disease
मिल,Agriculture unit
मिलकर,Generic
मिलडयू,Pest/Disease
मिलता,Generic
मिलते,Generic
मिलन,Generic
मिलना,Generic
मिलने,Generic
मिला,Generic
मिलाकर,Generic
मिलाया,Generic
मिलाये,Generic
मिलाही,Generic
मिला,Generic
मिलियन,Numeral
मिली,Generic
मिलु,Generic
मिलूं,Generic
मिले,Generic
मिलेंगे,Generic
मिलेगा,Generic
मिलेगा।,Generic
मिलेगी,Generic
मिलेट,Crop
मिलेटस,Crop
मिलेट्स,Crop
मिले।,Generic
मिस्रण,Generic
मी,Generic
मींच,Generic
मीचा,Generic
मीचिया,Generic
मीट,Generic
मीटर,Agriculture unit
मीटर,Agriculture unit
मीटि,Generic
मीट्टी,Generic
मीठा,Generic
मीठास्त्र,Generic
मीठी,Generic
मीनिंग,Generic
मीरचाई,Crop
मीरा,Generic
मीराकुलान,Soil Nutrient/Fertiliser
मीर्चा,Crop
मुँह,Generic
मुंग,Crop
मुंगा,Crop
मुंदाता,Generic
मुंहफूली,Crop
मुख,Generic
मुख्य,Generic
मुख्यमंत्री,Generic
मुख्य,Generic
मुगुद,Generic
मुजर,Generic
मुजरते,Symptom
मुजरा,Generic
मुझको,Generic
मुझे,Generic
मुट,Generic
मुट्ठीदार,Agriculture unit
मुड,Generic
मुड़,Generic
मुड़का,Generic
मुड़छा,Generic
मुड़ाइ,Generic
मुड़िया,Agriculture unit
मुड़ी,Generic
मुनाकड़,Generic
मुरई,Crop
मुरकट्टा,Generic
मुरझा,Symptom
मुरझाना,Symptom
मुरझाया,Symptom
मुरझुल्ला,Symptom
मुरमुरि,Generic
मुरसा,Generic
मुरी,Generic
मुर्कट्टा,Generic
मुर्गिओं,Generic
मुर्गी,Generic
मुर्गे,Generic
मुर्झाने,Symptom
मुली,Crop
मुल्लिक,Generic
मुल्ली,Crop
मुश,Generic
मुशरूम,Crop
मुस,Generic
मुह,Generic
मूंग,Crop
मूंगफली,Crop
मूंगा,Crop
मूंमफली,Crop
मूड़,Generic
मून्गा,Crop
मूरझा,Symptom
मूर्छा,Symptom
मूलचिंगी,Agriculture unit
मूली,Crop
मूल्य,Generic
मृदा,Generic
मे,Generic
में,Generic
मेंकोजेब,Pest/Disease
में।,Generic
मेखी,Generic
मेज़।,Generic
मेट,Generic
मेटैलेक्सिल,Generic
मेट्रो,Generic
मेडब्लू,Generic
मेथड,Generic
मेथनीपुर,Generic
मेथी,Crop
मेथॉड,Generic
मेन,Generic
मेनेस,Generic
मेम्फ़ा,Generic
मेरा,Generic
मेरे,Generic
मेरेको,Generic
मेहनत,Generic
मेहना,Generic
मेहरून,Variety
मै,Generic
मैं,Generic
मैंकोजेब,Generic
मैंगोजेब,Generic
मैंने,Generic
मैंम,Generic
मैं।,Generic
मैज,Crop
मैटी,Generic
मैतरनी,Generic
मैथिली,Generic
मैथिलीन,Generic
मैसेज,Generic
मॉइस्चर,Generic
मॉरीशस,Generic
मॉर्निंग,Generic
मॉर्निंग।,Generic
मोंगो,Crop
मोजड़,Generic
मोजर,Generic
मोज़ाइक,Pest/Disease
मोजा,Generic
मोजेक,Pest/Disease
मोटका,Generic
मोटर,Generic
मोटा,Generic
मोटी,Generic
मोड़,Generic
मोतिहारी,Generic
मोथा,Crop
मोबाइल,Generic
मोरइ,Crop
मोरी,Generic
मोल,Generic
मोल्ड,Pest/Disease
मोशन,Generic
मोसम्बी,Crop
मौजर,Generic
मौदर,Crop
मौसम,Generic
मौसम,Generic
यंत्र,Generic
यदि,Generic
यस,Generic
यस।,Generic
यह,Generic
यहा,Generic
यहाँ,Generic
यहां,Generic
यही,Generic
या,Generic
यानी,Generic
यार,Generic
यील्ड,Generic
यु,Generic
युक्त,Generic
युग,Generic
युरिया,Soil Nutrient/Fertiliser
युरोकों,Generic
यू,Generic
यूज,Generic
यूज़,Generic
यूज़ड,Generic
यूज़,Generic
यूटिलिटी,Generic
यूट्यूब,Generic
यूबी,Generic
यूरिया,Soil Nutrient/Fertiliser
यूरीया,Soil Nutrient/Fertiliser
यूसेज,Generic
ये,Generic
येतो,Generic
येथी,Generic
येदेकर,Generic
येसन,Generic
ये।,Generic
योजना,Generic
योजना,Generic
र,Generic
रंग,Generic
रख,Generic
रखता,Generic
रखते,Generic
रखना,Generic
रखना,Generic
रखने,Generic
रखले,Generic
रखा,Generic
रखाव,Generic
रखिये,Generic
रखियेगा,Generic
रखीये,Generic
रखे,Generic
रखें,Generic
रखेंगे,Generic
रखे,Generic
रगट,Generic
रबिक,Generic
रबी,Generic
रवि,Generic
रविवार,Generic
रशन,Generic
रशियन,Generic
रस,Generic
रसविन,Generic
रसायनिक,Generic
रसुन,Crop
रसून,Crop
रस्ट,Pest/Disease
रह,Generic
रहड़,Generic
रहता,Generic
रहना,Generic
रहने,Generic
रहर,Crop
रहरी,Generic
रहल,Generic
रहली,Generic
रहलो,Generic
रहसुन,Crop
रहा,Generic
रहा।,Generic
रही,Generic
रही।,Generic
रहूंगा।,Generic
रहे,Generic
रहें,Generic
रहें,Generic
रहेगा,Generic
रहेगा,Generic
साफ,Generic
रहेगा,Generic
रहेगी,Generic
रहेता,Generic
रहे।,Generic
राइ,Crop
राइका,Crop
राइस,Crop
राई,Crop
रागी,Crop
राची,Generic
रात,Generic
रातुवे,Generic
रानीखेत,Generic
राम,Generic
राम।,Generic
राय,Crop
राय।,Crop
राशि,Generic
राष्ट्रपति,Generic
रास,Generic
रासायनिक,Generic
रास्ता।,Generic
राहन,Generic
राहर,Crop
राहा,Generic
राहार,Crop
राही,Generic
रिंकू,Generic
रिकॉर्ड,Generic
रिकॉर्डिंग,Generic
रिकॉर्ड,Generic
रिच।,Generic
रिजल्ट,Generic
रिमधिमड़ी,Generic
रिया,Generic
रिलेटेड,Generic
रिसाइओ,Generic
रीट,Generic
रीढ,Generic
रीसर,Generic
रुई,Crop
रुक,Generic
रुकिए,Generic
रुकेगा,Generic
रुको।,Generic
रुखा,Symptom
रुपया,Generic
रुपाई,Generic
रुपाई,Generic
रुपिये,Generic
रुपे,Generic
रूद्रेश,Generic
रूप,Generic
रूपा,Generic
रूपाने,Generic
रेकट,Generic
रेखदेख,Generic
रेखा,Generic
रेगेनेरशन,Generic
रेघा,Agriculture unit
रेट,Generic
रेट,Generic
रेड,Generic
रेडिएशन,Generic
रेडी,Generic
रेनफॉल,Generic
रेपी,Crop
रेबुरी,Variety
रेहता,Generic
रेहाथ,Generic
रेहु,Generic
रेहेता,Generic
रे।,Generic
रॉट,Pest/Disease
रोंग,Generic
रोई,Crop
रोक,Generic
रोकथाम,Generic
रोकथाम।,Generic
रोकने,Generic
रोके,Generic
रोकें,Generic
रोखथाम,Generic
रोखथाम,Generic
रोग,Pest/Disease
रोगो,Pest/Disease
रोगों,Pest/Disease
रोग।,Pest/Disease
रोज,Crop
रोट,Pest/Disease
रोटावेटर,Agriculture unit
रोटी,Generic
रोड।,Generic
रोधक,Generic
रोधी,Generic
रोप,Generic
रोपण,Generic
रोपता,Generic
रोपते,Generic
रोपन,Generic
रोपना,Generic
रोपनि,Agriculture unit
रोपनी,Agriculture unit
रोपने,Generic
रोपल,Generic
रोपा,Generic
रोपाई,Generic
रोपाई,Generic
रोपाएगा,Generic
रोपाता,Generic
रोपाना,Generic
रोपायगा,Generic
रोपाया,Generic
रोपाये,Generic
रोपायेगा,Generic
रोपाला,Generic
रोपावाल,Generic
रोपी,Generic
रोपे,Generic
रोपेंगे,Generic
रोस्सी,Generic
लंका,Crop
लंड,Generic
लंपि,Pest/Disease
लंपी,Pest/Disease
लंबका,Generic
लइका,Generic
लउआ,Crop
लउका,Crop
लउकी,Crop
लउवा,Generic
लकड़ी,Generic
लकाबिल,Generic
लकारिया,Variety
लक्षण,Symptom
लक्षण।,Symptom
लखनीपुर,Generic
लखीर,Agriculture unit
लग,Generic
लगकर,Generic
लगके,Generic
लगता,Generic
लगता,Generic
लगती,Generic
लगते,Generic
लगन,Generic
लगना,Generic
लगना।,Generic
लगनी,Generic
लगने,Generic
लगभग,Generic
लगल,Generic
लगले,Generic
लगवाए,Generic
लगवाएंगे,Generic
लगवाये,Generic
लगा,Generic
लगाइ,Generic
लगाई,Generic
लगाउ,Generic
लगाउनगा,Generic
लगाए,Generic
लगाएं,Generic
लगाएंगे,Generic
लगाएंबचत,Generic
लगाएं,Generic
लगाएगा,Generic
लगाएगी,Generic
लगाए।,Generic
लगाऐ,Generic
लगाओगे,Generic
लगाओ,Generic
लगाके,Generic
लगाते,Generic
लगान,Generic
लगाना,Generic
लगाना,Generic
लगानी,Generic
लगाने,Generic
लगाम,Generic
लगाय,Generic
लगाया,Generic
लगायी,Generic
लगाये,Generic
लगाये,Generic
लगावे,Generic
लगावेंगे,Generic
लगा।,Generic
लगी,Generic
लगे,Generic
लगेंगे,Generic
लगेका,Generic
लगेगा,Generic
लगेगा,Generic
लगेगी,Generic
लगेता,Generic
लगेहो।,Generic
लगे।,Generic
लछुन,Generic
लड़की,Generic
लड़के,Generic
लड़ाकी,Generic
लत,Generic
लतपर,Generic
लतर,Generic
लतरवाला,Generic
लता,Generic
लती,Generic
लत्तर,Generic
लत्तरवाला,Generic
लत्ता,Generic
लत्ती,Agriculture unit
लथ,Generic
लपेटक,Generic
लम्पी,Pest/Disease
लम्बा,Generic
लम्बू,Generic
लर,Generic
लरि,Generic
लरी,Generic
लल्ला,Generic
लव,Generic
लवका,Generic
लवकी,Crop
लवके,Generic
लवण,Soil Nutrient/Fertiliser
लश,Generic
लशा,Generic
लसन,Crop
लसुन,Crop
लस्सा,Generic
लहरी,Generic
लहसुन,Crop
लहि,Generic
लहेस,Generic
ला,Generic
लाइ,Generic
लाइट,Generic
लाइन,Generic
लाइफ,Generic
लाई,Generic
लाऊं,Generic
लाए,Generic
लाएं,Generic
लाएगा,Generic
लाग,Generic
लागत,Generic
लागथा,Generic
लागल,Generic
लागलबा,Generic
लागला,Generic
लागी,Generic
लागू,Generic
लागेगा,Generic
लात,Generic
लाते,Generic
लाना,Generic
लाना,Generic
लाभ,Generic
लाभवन,Generic
लाभ,Generic
लायक,Generic
लाया,Generic
लाये,Generic
लार,Generic
लारापन,Symptom
लारी,Agriculture unit
लाल,Generic
लालपन,Symptom
लालसा,Generic
लालसाग,Crop
लाल,Generic
लावबान,Generic
लावेंगे,Generic
लासा,Generic
लास्ट,Generic
लाह,Generic
लाहर,Generic
लाहि,Generic
लाही,Generic
लाहीं,Generic
लाही,Generic
लाहे,Generic
लिंक,Generic
लिंकिट,Generic
लिए,Generic
लिए।,Generic
लिक,Generic
लिक्विड,Generic
लिख,Generic
लिखकर,Generic
लिखता,Generic
लिखल,Generic
लिखले,Generic
लिखाता,Generic
लिखिए,Generic
लिखियेगा,Generic
लिखी,Generic
लिखे,Generic
लिखें।,Generic
लिखेगा,Generic
लिख।,Generic
लिची,Crop
लिप,Generic
लिया,Generic
लिया,Generic
लिये,Generic
लिये।,Generic
लिलार,Generic
ली,Generic
लीची,Crop
लीज,Generic
लीजिए,Generic
लीजिएगा,Generic
लीजिएगा,Generic
लीजिए।,Generic
लीजिये,Generic
लीजियेगा,Generic
लीजिये।,Generic
लीड,Generic
लीडिंग,Generic
लीफ,Generic
लीफलेट।,Generic
लीभाई,Generic
लीया,Generic
लीलू,Generic
लुम्पी,Pest/Disease
लूज़,Generic
लूवडेटा,Generic
ले,Generic
लें,Generic
लेंगे,Generic
लेंबो,Generic
लेंम।,Soil Nutrient/Fertiliser
लेंस,Crop
लेक,Generic
लेकिन,Generic
लेके,Generic
लेगोसेन,Generic
लेट,Generic
लेटर,Generic
लेटिन,Generic
लेटेस्ट,Generic
लेडी,Generic
लेडीफिंगर,Crop
लेढ़िया,Generic
लेता,Generic
लेनटना,Generic
लेना,Generic
लेने,Generic
लेप,Generic
लेम,Crop
लेमु,Crop
लेम्बू,Crop
लेम्बो,Generic
लेम,Crop
लेरिया,Generic
लेल,Generic
लेला,Generic
लेहेरी,Variety
लेहे।,Generic
ले।,Generic
लै,Generic
लैंड,Generic
लैक्टिन,Generic
लैट्रिंग,Generic
लैट्रिन,Generic
लॉ,Generic
लो,Generic
लोकल,Generic
लोग,Generic
लोगो,Generic
लोगो,Generic
लोटा,Generic
लोड,Generic
लोन,Generic
लोम,Generic
लोहस्त्र,Generic
लोहाअस्त्र,Generic
लोहास्त्र,Generic
लौ,Generic
लौंग,Crop
लौआ,Crop
लौका,Crop
लौकी,Crop
लौड़ा,Generic
लौवा,Generic
व,Generic
वइसन,Generic
वक़्त,Generic
वक्त,Generic
वक्ता,Generic
वगैरह,Generic
वजह,Generic
वजा,Generic
वन,Generic
वरता,Generic
वरिएट,Variety
वर्क,Generic
वर्ध,Generic
वर्म,Pest/Disease
वर्मी,Soil Nutrient/Fertiliser
वर्मीकंपोस्ट,Soil Nutrient/Fertiliser
वर्मीकम्पोस्ट,Soil Nutrient/Fertiliser
वर्ष,Generic
वल,Generic
वसु,Generic
वह,Generic
वहा,Generic
वहाँ,Generic
वहां,Generic
वा,Generic
वाइ,Generic
वाइट,Generic
वाई,Generic
वाताबरन,Generic
वातिंगो,Generic
वायरस,Pest/Disease
वाला,Generic
वाला,Generic
वाली,Generic
वाली।,Generic
वाले,Generic
वाले।,Generic
विकाश,Generic
विकास,Generic
विचाय,Generic
विज,Generic
विटाको,Generic
विटामिन,Soil Nutrient/Fertiliser
विधान,Generic
विधि,Generic
विधि,Generic
विन,Generic
विभाग,Generic
विभाग,Generic
विल्ट,Pest/Disease
विवरण,Generic
विशेष,Generic
विशेषज्ञ,Generic
विषय,Generic
विषयो,Generic
विस्तृत,Generic
वी,Generic
वीजा,Generic
वीडियो,Generic
वीडियो,Generic
वीविल,Pest/Disease
वृक्ष,Generic
वृछ,Generic
वृद्धि,Generic
वे,Generic
वेदर,Generic
वेरा,Generic
वेराइटी,Variety
वेरायटीज,Generic
वेलिडामाइसीन,Generic
वेाइ,Generic
वैक्सीन,Generic
वैदर,Generic
वैराइटी,Variety
वैराइटीज,Generic
वैरायटी,Variety
वैरायटी,Variety
वैसप,Generic
वैसा,Generic
वैसे,Generic
वो,Generic
वोआएगा,Generic
वोआन,Generic
वोई,Generic
वोवाले,Generic
वोहा,Generic
व्यवस,Generic
व्यवसाय,Generic
व्यवस्था,Generic
व्यस्क,Generic
व्यू,Generic
व्हाटप्प,Generic
व्हिच,Generic
व्हीट,Crop
व्हेल,Generic
शंकर,Generic
शकरकंद,Crop
शकरकंद,Crop
शब्,Generic
शब्जी,Generic
शमी,Crop
शहद,Generic
शहर,Generic
शही।,Generic
शायरी,Generic
शिकायत।,Generic
शिमला,Generic
शिवराडॉन,Variety
शीत,Generic
शीथ,Generic
शुक्रन,Generic
शुद्ध,Generic
शुरू,Generic
शूटर,Generic
शेड,Agriculture unit
शेहर,Generic
शॉविंग,Generic
शोक,Generic
शोधन,Generic
शोधन,Generic
श्यामा,Generic
श्री,Generic
श्रीजीवामृत,Soil Nutrient/Fertiliser
श्रीधन,Variety
श्रीनिमास्त्र,Generic
श्रीनीमास्त्र,Generic
श्रीमठाअस्त्र,Generic
श्रीमिठास्त्र,Generic
श्रीराम,Generic
श्रीविधि,Generic
स,Generic
संकरमाक्का,Variety
संक्रमक,Pest/Disease
संक्रमित,Symptom
संख्या,Numeral
संख्या,Numeral
संगवान,Generic
संग्रहन,Generic
संजय,Generic
संत,Generic
संतरे,Crop
संतोष,Generic
संधन,Generic
संन्स,Generic
संपर्क,Generic
संबंध,Generic
संबंधित,Generic
संबंधित।,Generic
संबंधी,Generic
संबंध,Generic
संभावना,Generic
संविधान,Generic
संसर,Generic
संसाध्न,Generic
सक,Generic
सकड़ी,Symptom
सकत,Generic
सकता,Generic
सकती,Generic
सकते,Generic
सकते।,Generic
सकरकंद,Crop
सका,Generic
सके,Generic
सकें,Generic
सकेला,Generic
सके।,Generic
सक्ति,Generic
सक्सेस,Generic
सखुवा,Generic
सगमन,Generic
सचिनवा,Generic
सच्ची,Generic
सजना,Generic
सजेस्ट,Generic
सटाना,Generic
सटिक,Generic
सडसठ,Numeral
सड़,Symptom
सड़की,Symptom
सड़ता,Symptom
सड़न,Symptom
सड़ने,Symptom
सड़ल,Symptom
सड़सठ,Numeral
सड़ा,Symptom
सड़े,Symptom
सत,Generic
सतमुरुग,Generic
सतह,Generic
सताइस,Numeral
सतार,Generic
सतासी,Numeral
सतासी।,Numeral
सत्तर,Numeral
सत्ताइस,Numeral
सत्ताईस,Numeral
सत्तावल,Variety
सत्तासी,Numeral
सत्यनारायण,Generic
सत्संग,Generic
सदन,Generic
सन,Generic
सनफ्लावर,Crop
सनम,Generic
सनाई,Generic
सने,Generic
सफल,Generic
सफ़ेद,Generic
सफेद,Generic
सब,Generic
सबकी,Generic
सबझो,Generic
सबटिलिस,Generic
सबरे,Generic
सबले,Generic
सबसे,Generic
सबसे।,Generic
सबी,Crop
सबौर,Generic
सब्जिया,Crop
सब्जियां,Crop
सब्जी,Generic
सब्जी,Generic
सब्सिडी,Generic
सब्सिडी,Generic
सभागार,Generic
सभी,Generic
समझा,Generic
समझाए,Generic
समझाएं।,Generic
समझाए,Generic
समझेंगे,Generic
समधी।,Generic
समन्धित,Generic
समय,Generic
समय,Generic
समसाधन,Generic
समस्या,Generic
समस्याएं,Generic
समस्या,Generic
समस्सिया,Generic
समाचार,Generic
समाधान,Generic
समाधान,Generic
समान,Generic
समास,Generic
समिति,Generic
समिधान,Generic
समुद्र,Generic
सम्न्धित,Generic
सम्बंधित,Generic
सम्भव,Generic
सम्भोग,Generic
सम्मति,Generic
सम्मी,Variety
सम्मे,Generic
सर,Generic
सरकार,Generic
सरकार,Generic
सरछा,Generic
सरजा,Generic
सरत,Generic
सरन,Crop
सरसट,Generic
सरसठ,Numeral
सरसो,Crop
सरसों,Crop
सरस्वती,Generic
सरा,Generic
सरायरंजन,Generic
सरीफा,Crop
सरुजी,Generic
सरोट,Symptom
सर्दी,Generic
सर्वे,Generic
सर,Generic
सलगम,Crop
सलटते,Generic
सलफ्यू,Soil Nutrient/Fertiliser
सलाह,Generic
सल्फर,Soil Nutrient/Fertiliser
सल्फेट,Soil Nutrient/Fertiliser
सवाएंगे,Generic
सवाल,Generic
सवाली,Generic
सवाल।,Generic
सविधान,Generic
ससोवा,Generic
सहर,Generic
सहायता,Generic
सहिते,Generic
सही,Generic
सही।,Generic
सहेजन,Crop
सहेता,Generic
सा,Generic
साँट,Generic
सांप,Generic
साइंस,Generic
साइट,Generic
साइपरमेथ्रिन,Generic
साइफरमैथरीन,Generic
साईंज,Generic
साकिस्म,Generic
साग,Generic
सागो,Crop
साट,Generic
साठ,Numeral
साठा,Numeral
साडी,Generic
सात,Numeral
सातसौ,Numeral
सात,Numeral
साथ,Generic
साथी,Generic
साथै,Generic
साद,Generic
सादर,Generic
साधान,Generic
सापच्चू,Generic
साफ़,Generic
साब,Generic
साबर,Generic
साबुन,Generic
सामग्री,Generic
सामग्री,Generic
सामना,Generic
सामाग्री,Generic
सामान,Generic
सामानदी,Generic
सामुदायिक,Generic
सायद,Generic
सारण,Generic
सारा,Generic
सारी,Generic
सारे,Generic
सार्थक,Generic
साल,Generic
सावधानियां,Generic
साहब,Generic
साहाब,Generic
साहिका,Generic
साहेनबन,Generic
सि,Generic
सिंगार,Crop
सिंघा,Variety
सिंचाई,Generic
सिंचाई,Generic
सिंट,Generic
सिकल,Generic
सिकुड़,Generic
सिकुड़ता,Symptom
सिकुड़ने,Generic
सिकुड़ा,Symptom
सिकुड़ाहट,Symptom
सिग्नल,Generic
सिचाई,Generic
सिटी।,Generic
सिड,Generic
सितम्बर,Generic
सिथरी,Variety
सिथि,Generic
सिन्धा,Generic
सिम,Crop
सिमके,Generic
सिम्बी,Generic
सिरियद,Generic
सिर्फ,Generic
सी,Generic
सींग,Generic
सींचा,Generic
सीएचएचएम,Generic
सीखने,Generic
सीखे,Generic
सीचाई,Generic
सीचाय,Generic
सीचे,Generic
सीजन,Agriculture unit
सीजनली,Generic
सीजन,Generic
सीजपुरा,Generic
सीट,Generic
सीटें,Generic
सीड,Generic
सीत,Generic
सीता,Generic
सीपालन,Generic
सीम,Crop
सीमन,Generic
सीमाएं,Generic
सीमी,Crop
सीमेंन,Generic
सीमेन,Generic
सी,Generic
सुंडी,Symptom
सुआ,Generic
सुइआ,Generic
सुइया,Generic
सुकड़,Symptom
सुकड़ा,Symptom
सुकरण,Generic
सुकुनि,Generic
सुख,Generic
सुखना,Symptom
सुखना,Generic
सुखने,Generic
सुखरा,Symptom
सुखवन,Symptom
सुखा,Symptom
सुखाता,Symptom
सुखाने,Generic
सुगंध,Generic
सुजाता,Generic
सुजाव,Generic
सुझाएं,Generic
सुझाव,Generic
सुडोमोनस,Pest/Disease
सुडोमोनाश,Pest/Disease
सुता,Generic
सुदुर्द्ध,Generic
सुधरेगा,Generic
सुधारहूं,Generic
सुधिधारो,Generic
सुन,Generic
सुनतेला,Generic
सुननत,Generic
सुनने,Generic
सुनने।,Generic
सुना,Generic
सुनाइए,Generic
सुनाई,Generic
सुनीता,Generic
सुने,Generic
सुन्न,Generic
सुपर,Generic
सुपरेज।,Generic
सुपाच्य,Generic
सुप्रबंधन,Generic
सुबती,Generic
सुबह,Generic
सुबोद,Generic
सुबोध,Generic
सुरक्छित,Generic
सुरक्षा,Generic
सुरक्षि,Generic
सुरक्षित,Generic
सुरु,Generic
सुरेश,Generic
सुलझाये,Generic
सुवर,Generic
सुविधा,Generic
सुविधा,Generic
सू,Generic
सूअर,Generic
